Data-Locale,Material ID,Product hierarchy,EAN,Unit,Name,Description
zh,100201000001,10020100,4001234500007,PCE,Eco Flow 隔膜计量泵 MD 5-10,<p>The MD 5-10 diaphragm dosing pump is designed for precise chemical dosing in water and wastewater treatment. The hermetically separated dosing hydraulics reliably protect operators and equipment from the medium.</p><h3>Accurate dosing and easy calibration</h3><p>The flow rate of the MD 5-10 can be finely adjusted via stroke frequency and stroke length. A clearly readable scale and optional electric or bus-capable drives enable straightforward integration into existing control systems.</p><h3>Applications</h3><ul><li>Dosing of coagulants and flocculants</li><li>pH correction in water treatment plants</li><li>Dosing of disinfectants</li><li>Chemical dosing in industrial processes</li></ul>
de,100201000002,10020100,4001234500008,PCE,Eco Flow Membrandosierpumpe MD 10-7,"<p>Die Membrandosierpumpe MD 10-7 ist für höhere Dosiermengen bei moderaten Drücken ausgelegt. Sie eignet sich ideal für Anwendungen, in denen größere Chemikalienvolumina sicher und reproduzierbar gefördert werden müssen.</p><h3>Hohe Dosierleistung bei kompakter Bauform</h3><p>Mit ihrem erhöhten Verdrängungsvolumen und einem leistungsstarken Antrieb deckt die MD 10-7 ein breites Spektrum an Dosieraufgaben ab. Die kompakte Bauform ermöglicht den Einbau auch in beengten Dosierstationen.</p><h3>Anwendungsgebiete</h3><ul><li>Dosierung von Fällmitteln und Polymerlösungen</li><li>Prozesswasserkonditionierung in der Industrie</li><li>Neutralisations- und pH-Regelkreise</li><li>Dosierung von Reinigungs- und Desinfektionschemikalien</li></ul>"
en,100201000002,10020100,4001234500008,PCE,Eco Flow diaphragm dosing pump MD 10-7,"<p>The MD 10-7 diaphragm dosing pump is designed for higher dosing capacities at moderate pressures. It is ideal for applications where larger volumes of chemicals must be conveyed safely and reproducibly.</p><h3>High dosing capacity in a compact design</h3><p>With its increased displacement volume and powerful drive, the MD 10-7 covers a wide range of dosing tasks. The compact design allows installation even in confined dosing stations.</p><h3>Applications</h3><ul><li>Dosing of coagulants and polymer solutions</li><li>Process water conditioning in industry</li><li>Neutralisation and pH control circuits</li><li>Dosing of cleaning and disinfection chemicals</li></ul>"
es,100201000002,10020100,4001234500008,PCE,Bomba dosificadora de diafragma Eco Flow MD 10-7,"<p>The MD 10-7 diaphragm dosing pump is designed for higher dosing capacities at moderate pressures. It is ideal for applications where larger volumes of chemicals must be conveyed safely and reproducibly.</p><h3>High dosing capacity in a compact design</h3><p>With its increased displacement volume and powerful drive, the MD 10-7 covers a wide range of dosing tasks. The compact design allows installation even in confined dosing stations.</p><h3>Applications</h3><ul><li>Dosing of coagulants and polymer solutions</li><li>Process water conditioning in industry</li><li>Neutralisation and pH control circuits</li><li>Dosing of cleaning and disinfection chemicals</li></ul>"
ja,100201000002,10020100,4001234500008,PCE,Eco Flow ダイヤフラム定量ポンプ MD 10-7,"<p>The MD 10-7 diaphragm dosing pump is designed for higher dosing capacities at moderate pressures. It is ideal for applications where larger volumes of chemicals must be conveyed safely and reproducibly.</p><h3>High dosing capacity in a compact design</h3><p>With its increased displacement volume and powerful drive, the MD 10-7 covers a wide range of dosing tasks. The compact design allows installation even in confined dosing stations.</p><h3>Applications</h3><ul><li>Dosing of coagulants and polymer solutions</li><li>Process water conditioning in industry</li><li>Neutralisation and pH control circuits</li><li>Dosing of cleaning and disinfection chemicals</li></ul>"
pt,100201000002,10020100,4001234500008,PCE,Bomba dosadora de diafragma Eco Flow MD 10-7,"<p>The MD 10-7 diaphragm dosing pump is designed for higher dosing capacities at moderate pressures. It is ideal for applications where larger volumes of chemicals must be conveyed safely and reproducibly.</p><h3>High dosing capacity in a compact design</h3><p>With its increased displacement volume and powerful drive, the MD 10-7 covers a wide range of dosing tasks. The compact design allows installation even in confined dosing stations.</p><h3>Applications</h3><ul><li>Dosing of coagulants and polymer solutions</li><li>Process water conditioning in industry</li><li>Neutralisation and pH control circuits</li><li>Dosing of cleaning and disinfection chemicals</li></ul>"
zh,100201000002,10020100,4001234500008,PCE,Eco Flow 隔膜计量泵 MD 10-7,"<p>The MD 10-7 diaphragm dosing pump is designed for higher dosing capacities at moderate pressures. It is ideal for applications where larger volumes of chemicals must be conveyed safely and reproducibly.</p><h3>High dosing capacity in a compact design</h3><p>With its increased displacement volume and powerful drive, the MD 10-7 covers a wide range of dosing tasks. The compact design allows installation even in confined dosing stations.</p><h3>Applications</h3><ul><li>Dosing of coagulants and polymer solutions</li><li>Process water conditioning in industry</li><li>Neutralisation and pH control circuits</li><li>Dosing of cleaning and disinfection chemicals</li></ul>"
de,100202000001,10020200,4001234500009,PCE,Eco Flow Drehkolbenpumpe RL 50,"<p>Die Drehkolbenpumpe RL 50 ist für die Förderung viskoser und empfindlicher Medien in Lebensmittel-, Chemie- und Abwasseranwendungen ausgelegt. Die schonende Verdrängerhydraulik reduziert Scherbelastungen und erhält die Produktqualität.</p><h3>Sanfte Förderung viskoser Medien</h3><p>Die synchron angetriebenen Drehkolben erzeugen einen gleichmäßigen Volumenstrom mit minimaler Pulsation. Die RL 50 ist für CIP-/SIP-Reinigungsverfahren geeignet und kann mit unterschiedlichen Werkstoffkombinationen an Medium und Branche angepasst werden.</p><h3>Anwendungsgebiete</h3><ul><li>Förderung viskoser Lebensmittelprodukte</li><li>Chemische Prozessmedien und Zwischenprodukte</li><li>Schlamm- und Dickstoffförderung</li><li>Abwasser- und Industriewasseraufbereitung</li></ul>"
en,100202000001,10020200,4001234500009,PCE,Eco Flow rotary lobe pump RL 50,"<p>The RL 50 rotary lobe pump is designed for pumping viscous and shear-sensitive media in food, chemical and wastewater applications. Its gentle positive displacement hydraulics reduce shear forces and help maintain product quality.</p><h3>Gentle handling of viscous media</h3><p>The synchronised rotary lobes generate a uniform flow with minimal pulsation. The RL 50 is suitable for CIP/SIP cleaning procedures and can be equipped with different material combinations to match the medium and industry requirements.</p><h3>Applications</h3><ul><li>Pumping of viscous food products</li><li>Chemical process media and intermediates</li><li>Sludge and high-solids transport</li><li>Wastewater and industrial water treatment</li></ul>"
es,100202000001,10020200,4001234500009,PCE,Bomba de lóbulos rotativos Eco Flow RL 50,"<p>The RL 50 rotary lobe pump is designed for pumping viscous and shear-sensitive media in food, chemical and wastewater applications. Its gentle positive displacement hydraulics reduce shear forces and help maintain product quality.</p><h3>Gentle handling of viscous media</h3><p>The synchronised rotary lobes generate a uniform flow with minimal pulsation. The RL 50 is suitable for CIP/SIP cleaning procedures and can be equipped with different material combinations to match the medium and industry requirements.</p><h3>Applications</h3><ul><li>Pumping of viscous food products</li><li>Chemical process media and intermediates</li><li>Sludge and high-solids transport</li><li>Wastewater and industrial water treatment</li></ul>"
ja,100202000001,10020200,4001234500009,PCE,Eco Flow ロータリーロブポンプ RL 50,"<p>The RL 50 rotary lobe pump is designed for pumping viscous and shear-sensitive media in food, chemical and wastewater applications. Its gentle positive displacement hydraulics reduce shear forces and help maintain product quality.</p><h3>Gentle handling of viscous media</h3><p>The synchronised rotary lobes generate a uniform flow with minimal pulsation. The RL 50 is suitable for CIP/SIP cleaning procedures and can be equipped with different material combinations to match the medium and industry requirements.</p><h3>Applications</h3><ul><li>Pumping of viscous food products</li><li>Chemical process media and intermediates</li><li>Sludge and high-solids transport</li><li>Wastewater and industrial water treatment</li></ul>"
pt,100202000001,10020200,4001234500009,PCE,Bomba de lóbulos rotativos Eco Flow RL 50,"<p>The RL 50 rotary lobe pump is designed for pumping viscous and shear-sensitive media in food, chemical and wastewater applications. Its gentle positive displacement hydraulics reduce shear forces and help maintain product quality.</p><h3>Gentle handling of viscous media</h3><p>The synchronised rotary lobes generate a uniform flow with minimal pulsation. The RL 50 is suitable for CIP/SIP cleaning procedures and can be equipped with different material combinations to match the medium and industry requirements.</p><h3>Applications</h3><ul><li>Pumping of viscous food products</li><li>Chemical process media and intermediates</li><li>Sludge and high-solids transport</li><li>Wastewater and industrial water treatment</li></ul>"
zh,100202000001,10020200,4001234500009,PCE,Eco Flow 回转凸轮泵 RL 50,"<p>The RL 50 rotary lobe pump is designed for pumping viscous and shear-sensitive media in food, chemical and wastewater applications. Its gentle positive displacement hydraulics reduce shear forces and help maintain product quality.</p><h3>Gentle handling of viscous media</h3><p>The synchronised rotary lobes generate a uniform flow with minimal pulsation. The RL 50 is suitable for CIP/SIP cleaning procedures and can be equipped with different material combinations to match the medium and industry requirements.</p><h3>Applications</h3><ul><li>Pumping of viscous food products</li><li>Chemical process media and intermediates</li><li>Sludge and high-solids transport</li><li>Wastewater and industrial water treatment</li></ul>"
de,100202000002,10020200,4001234500010,PCE,Eco Flow Drehkolbenpumpe RL 80,<p>Die Drehkolbenpumpe RL 80 ist eine Hochleistungspumpe für große Volumenströme und anspruchsvolle Prozessmedien. Sie kombiniert hohe Förderleistung mit schonender Produktbehandlung und eignet sich besonders für kontinuierliche Prozesse.</p><h3>Hoher Durchsatz bei zuverlässigem Betrieb</h3><p>Die verstärkte Lager- und Wellenausführung der RL 80 ermöglicht den Betrieb bei hohen Lasten und langen Betriebszeiten. Wartungsfreundliche Komponenten und gute Zugänglichkeit reduzieren Stillstandzeiten und Servicekosten.</p><h3>Anwendungsgebiete</h3><ul><li>Förderung hochviskoser Prozessmedien</li><li>Food- und Beverage-Anwendungen mit hohen Durchsätzen</li><li>Chemische und petrochemische Prozesse</li><li>Schlamm- und Dickstoffförderung in Kläranlagen</li></ul>
en,100202000002,10020200,4001234500010,PCE,Eco Flow rotary lobe pump RL 80,<p>The RL 80 rotary lobe pump is a high-performance pump for large flow rates and demanding process media. It combines high pumping capacity with gentle product handling and is particularly suitable for continuous processes.</p><h3>High throughput with reliable operation</h3><p>The reinforced bearing and shaft design of the RL 80 enables operation under high loads and long operating times. Service-friendly components and good accessibility reduce downtime and maintenance costs.</p><h3>Applications</h3><ul><li>Pumping of highly viscous process media</li><li>Food and beverage applications with high throughputs</li><li>Chemical and petrochemical processes</li><li>Sludge and high-solids transport in wastewater treatment plants</li></ul>
es,100202000002,10020200,4001234500010,PCE,Bomba de lóbulos rotativos Eco Flow RL 80,<p>The RL 80 rotary lobe pump is a high-performance pump for large flow rates and demanding process media. It combines high pumping capacity with gentle product handling and is particularly suitable for continuous processes.</p><h3>High throughput with reliable operation</h3><p>The reinforced bearing and shaft design of the RL 80 enables operation under high loads and long operating times. Service-friendly components and good accessibility reduce downtime and maintenance costs.</p><h3>Applications</h3><ul><li>Pumping of highly viscous process media</li><li>Food and beverage applications with high throughputs</li><li>Chemical and petrochemical processes</li><li>Sludge and high-solids transport in wastewater treatment plants</li></ul>
ja,100202000002,10020200,4001234500010,PCE,Eco Flow ロータリーロブポンプ RL 80,<p>The RL 80 rotary lobe pump is a high-performance pump for large flow rates and demanding process media. It combines high pumping capacity with gentle product handling and is particularly suitable for continuous processes.</p><h3>High throughput with reliable operation</h3><p>The reinforced bearing and shaft design of the RL 80 enables operation under high loads and long operating times. Service-friendly components and good accessibility reduce downtime and maintenance costs.</p><h3>Applications</h3><ul><li>Pumping of highly viscous process media</li><li>Food and beverage applications with high throughputs</li><li>Chemical and petrochemical processes</li><li>Sludge and high-solids transport in wastewater treatment plants</li></ul>
pt,100202000002,10020200,4001234500010,PCE,Bomba de lóbulos rotativos Eco Flow RL 80,<p>The RL 80 rotary lobe pump is a high-performance pump for large flow rates and demanding process media. It combines high pumping capacity with gentle product handling and is particularly suitable for continuous processes.</p><h3>High throughput with reliable operation</h3><p>The reinforced bearing and shaft design of the RL 80 enables operation under high loads and long operating times. Service-friendly components and good accessibility reduce downtime and maintenance costs.</p><h3>Applications</h3><ul><li>Pumping of highly viscous process media</li><li>Food and beverage applications with high throughputs</li><li>Chemical and petrochemical processes</li><li>Sludge and high-solids transport in wastewater treatment plants</li></ul>
zh,100202000002,10020200,4001234500010,PCE,Eco Flow 回转凸轮泵 RL 80,<p>The RL 80 rotary lobe pump is a high-performance pump for large flow rates and demanding process media. It combines high pumping capacity with gentle product handling and is particularly suitable for continuous processes.</p><h3>High throughput with reliable operation</h3><p>The reinforced bearing and shaft design of the RL 80 enables operation under high loads and long operating times. Service-friendly components and good accessibility reduce downtime and maintenance costs.</p><h3>Applications</h3><ul><li>Pumping of highly viscous process media</li><li>Food and beverage applications with high throughputs</li><li>Chemical and petrochemical processes</li><li>Sludge and high-solids transport in wastewater treatment plants</li></ul>
de,100201000001001,99999999,4001234500007,PCE,Eco Flow Membrandosierpumpe MD 5-10,<p>Die Membrandosierpumpe MD 5-10 ist für präzise Chemikaliendosierung in der Wasser- und Abwasseraufbereitung konzipiert. Die hermetisch getrennte Dosierhydraulik schützt Bediener und Anlage zuverlässig vor dem Fördermedium.</p><h3>Exakte Dosierung und einfache Kalibrierung</h3><p>Die Fördermenge der MD 5-10 kann über Hubfrequenz und Hublänge fein eingestellt werden. Eine gut zugängliche Skala sowie optionale elektrische oder busfähige Antriebe ermöglichen die einfache Integration in bestehende Leitsysteme.</p><h3>Anwendungsgebiete</h3><ul><li>Dosierung von Fäll- und Flockungsmitteln</li><li>pH-Korrektur in Wasseraufbereitungsanlagen</li><li>Dosierung von Desinfektionsmitteln</li><li>Chemikaliendosierung in industriellen Prozessen</li></ul>
en,100201000001001,99999999,4001234500007,PCE,Eco Flow diaphragm dosing pump MD 5-10,<p>The MD 5-10 diaphragm dosing pump is designed for precise chemical dosing in water and wastewater treatment. The hermetically separated dosing hydraulics reliably protect operators and equipment from the medium.</p><h3>Accurate dosing and easy calibration</h3><p>The flow rate of the MD 5-10 can be finely adjusted via stroke frequency and stroke length. A clearly readable scale and optional electric or bus-capable drives enable straightforward integration into existing control systems.</p><h3>Applications</h3><ul><li>Dosing of coagulants and flocculants</li><li>pH correction in water treatment plants</li><li>Dosing of disinfectants</li><li>Chemical dosing in industrial processes</li></ul>
es,100201000001001,99999999,4001234500007,PCE,Bomba dosificadora de diafragma Eco Flow MD 5-10,<p>The MD 5-10 diaphragm dosing pump is designed for precise chemical dosing in water and wastewater treatment. The hermetically separated dosing hydraulics reliably protect operators and equipment from the medium.</p><h3>Accurate dosing and easy calibration</h3><p>The flow rate of the MD 5-10 can be finely adjusted via stroke frequency and stroke length. A clearly readable scale and optional electric or bus-capable drives enable straightforward integration into existing control systems.</p><h3>Applications</h3><ul><li>Dosing of coagulants and flocculants</li><li>pH correction in water treatment plants</li><li>Dosing of disinfectants</li><li>Chemical dosing in industrial processes</li></ul>
ja,100201000001001,99999999,4001234500007,PCE,Eco Flow ダイヤフラム定量ポンプ MD 5-10,<p>The MD 5-10 diaphragm dosing pump is designed for precise chemical dosing in water and wastewater treatment. The hermetically separated dosing hydraulics reliably protect operators and equipment from the medium.</p><h3>Accurate dosing and easy calibration</h3><p>The flow rate of the MD 5-10 can be finely adjusted via stroke frequency and stroke length. A clearly readable scale and optional electric or bus-capable drives enable straightforward integration into existing control systems.</p><h3>Applications</h3><ul><li>Dosing of coagulants and flocculants</li><li>pH correction in water treatment plants</li><li>Dosing of disinfectants</li><li>Chemical dosing in industrial processes</li></ul>
pt,100201000001001,99999999,4001234500007,PCE,Bomba dosadora de diafragma Eco Flow MD 5-10,<p>The MD 5-10 diaphragm dosing pump is designed for precise chemical dosing in water and wastewater treatment. The hermetically separated dosing hydraulics reliably protect operators and equipment from the medium.</p><h3>Accurate dosing and easy calibration</h3><p>The flow rate of the MD 5-10 can be finely adjusted via stroke frequency and stroke length. A clearly readable scale and optional electric or bus-capable drives enable straightforward integration into existing control systems.</p><h3>Applications</h3><ul><li>Dosing of coagulants and flocculants</li><li>pH correction in water treatment plants</li><li>Dosing of disinfectants</li><li>Chemical dosing in industrial processes</li></ul>
zh,100201000001001,99999999,4001234500007,PCE,Eco Flow 隔膜计量泵 MD 5-10,<p>The MD 5-10 diaphragm dosing pump is designed for precise chemical dosing in water and wastewater treatment. The hermetically separated dosing hydraulics reliably protect operators and equipment from the medium.</p><h3>Accurate dosing and easy calibration</h3><p>The flow rate of the MD 5-10 can be finely adjusted via stroke frequency and stroke length. A clearly readable scale and optional electric or bus-capable drives enable straightforward integration into existing control systems.</p><h3>Applications</h3><ul><li>Dosing of coagulants and flocculants</li><li>pH correction in water treatment plants</li><li>Dosing of disinfectants</li><li>Chemical dosing in industrial processes</li></ul>
de,100201000002001,99999999,4001234500008,PCE,Eco Flow Membrandosierpumpe MD 10-7,"<p>Die Membrandosierpumpe MD 10-7 ist für höhere Dosiermengen bei moderaten Drücken ausgelegt. Sie eignet sich ideal für Anwendungen, in denen größere Chemikalienvolumina sicher und reproduzierbar gefördert werden müssen.</p><h3>Hohe Dosierleistung bei kompakter Bauform</h3><p>Mit ihrem erhöhten Verdrängungsvolumen und einem leistungsstarken Antrieb deckt die MD 10-7 ein breites Spektrum an Dosieraufgaben ab. Die kompakte Bauform ermöglicht den Einbau auch in beengten Dosierstationen.</p><h3>Anwendungsgebiete</h3><ul><li>Dosierung von Fällmitteln und Polymerlösungen</li><li>Prozesswasserkonditionierung in der Industrie</li><li>Neutralisations- und pH-Regelkreise</li><li>Dosierung von Reinigungs- und Desinfektionschemikalien</li></ul>"
en,100201000002001,99999999,4001234500008,PCE,Eco Flow diaphragm dosing pump MD 10-7,"<p>The MD 10-7 diaphragm dosing pump is designed for higher dosing capacities at moderate pressures. It is ideal for applications where larger volumes of chemicals must be conveyed safely and reproducibly.</p><h3>High dosing capacity in a compact design</h3><p>With its increased displacement volume and powerful drive, the MD 10-7 covers a wide range of dosing tasks. The compact design allows installation even in confined dosing stations.</p><h3>Applications</h3><ul><li>Dosing of coagulants and polymer solutions</li><li>Process water conditioning in industry</li><li>Neutralisation and pH control circuits</li><li>Dosing of cleaning and disinfection chemicals</li></ul>"
es,100201000002001,99999999,4001234500008,PCE,Bomba dosificadora de diafragma Eco Flow MD 10-7,"<p>The MD 10-7 diaphragm dosing pump is designed for higher dosing capacities at moderate pressures. It is ideal for applications where larger volumes of chemicals must be conveyed safely and reproducibly.</p><h3>High dosing capacity in a compact design</h3><p>With its increased displacement volume and powerful drive, the MD 10-7 covers a wide range of dosing tasks. The compact design allows installation even in confined dosing stations.</p><h3>Applications</h3><ul><li>Dosing of coagulants and polymer solutions</li><li>Process water conditioning in industry</li><li>Neutralisation and pH control circuits</li><li>Dosing of cleaning and disinfection chemicals</li></ul>"
ja,100201000002001,99999999,4001234500008,PCE,Eco Flow ダイヤフラム定量ポンプ MD 10-7,"<p>The MD 10-7 diaphragm dosing pump is designed for higher dosing capacities at moderate pressures. It is ideal for applications where larger volumes of chemicals must be conveyed safely and reproducibly.</p><h3>High dosing capacity in a compact design</h3><p>With its increased displacement volume and powerful drive, the MD 10-7 covers a wide range of dosing tasks. The compact design allows installation even in confined dosing stations.</p><h3>Applications</h3><ul><li>Dosing of coagulants and polymer solutions</li><li>Process water conditioning in industry</li><li>Neutralisation and pH control circuits</li><li>Dosing of cleaning and disinfection chemicals</li></ul>"
pt,100201000002001,99999999,4001234500008,PCE,Bomba dosadora de diafragma Eco Flow MD 10-7,"<p>The MD 10-7 diaphragm dosing pump is designed for higher dosing capacities at moderate pressures. It is ideal for applications where larger volumes of chemicals must be conveyed safely and reproducibly.</p><h3>High dosing capacity in a compact design</h3><p>With its increased displacement volume and powerful drive, the MD 10-7 covers a wide range of dosing tasks. The compact design allows installation even in confined dosing stations.</p><h3>Applications</h3><ul><li>Dosing of coagulants and polymer solutions</li><li>Process water conditioning in industry</li><li>Neutralisation and pH control circuits</li><li>Dosing of cleaning and disinfection chemicals</li></ul>"
zh,100201000002001,99999999,4001234500008,PCE,Eco Flow 隔膜计量泵 MD 10-7,"<p>The MD 10-7 diaphragm dosing pump is designed for higher dosing capacities at moderate pressures. It is ideal for applications where larger volumes of chemicals must be conveyed safely and reproducibly.</p><h3>High dosing capacity in a compact design</h3><p>With its increased displacement volume and powerful drive, the MD 10-7 covers a wide range of dosing tasks. The compact design allows installation even in confined dosing stations.</p><h3>Applications</h3><ul><li>Dosing of coagulants and polymer solutions</li><li>Process water conditioning in industry</li><li>Neutralisation and pH control circuits</li><li>Dosing of cleaning and disinfection chemicals</li></ul>"
de,100202000001001,99999999,4001234500009,PCE,Eco Flow Drehkolbenpumpe RL 50,"<p>Die Drehkolbenpumpe RL 50 ist für die Förderung viskoser und empfindlicher Medien in Lebensmittel-, Chemie- und Abwasseranwendungen ausgelegt. Die schonende Verdrängerhydraulik reduziert Scherbelastungen und erhält die Produktqualität.</p><h3>Sanfte Förderung viskoser Medien</h3><p>Die synchron angetriebenen Drehkolben erzeugen einen gleichmäßigen Volumenstrom mit minimaler Pulsation. Die RL 50 ist für CIP-/SIP-Reinigungsverfahren geeignet und kann mit unterschiedlichen Werkstoffkombinationen an Medium und Branche angepasst werden.</p><h3>Anwendungsgebiete</h3><ul><li>Förderung viskoser Lebensmittelprodukte</li><li>Chemische Prozessmedien und Zwischenprodukte</li><li>Schlamm- und Dickstoffförderung</li><li>Abwasser- und Industriewasseraufbereitung</li></ul>"
en,100202000001001,99999999,4001234500009,PCE,Eco Flow rotary lobe pump RL 50,"<p>The RL 50 rotary lobe pump is designed for pumping viscous and shear-sensitive media in food, chemical and wastewater applications. Its gentle positive displacement hydraulics reduce shear forces and help maintain product quality.</p><h3>Gentle handling of viscous media</h3><p>The synchronised rotary lobes generate a uniform flow with minimal pulsation. The RL 50 is suitable for CIP/SIP cleaning procedures and can be equipped with different material combinations to match the medium and industry requirements.</p><h3>Applications</h3><ul><li>Pumping of viscous food products</li><li>Chemical process media and intermediates</li><li>Sludge and high-solids transport</li><li>Wastewater and industrial water treatment</li></ul>"
es,100202000001001,99999999,4001234500009,PCE,Bomba de lóbulos rotativos Eco Flow RL 50,"<p>The RL 50 rotary lobe pump is designed for pumping viscous and shear-sensitive media in food, chemical and wastewater applications. Its gentle positive displacement hydraulics reduce shear forces and help maintain product quality.</p><h3>Gentle handling of viscous media</h3><p>The synchronised rotary lobes generate a uniform flow with minimal pulsation. The RL 50 is suitable for CIP/SIP cleaning procedures and can be equipped with different material combinations to match the medium and industry requirements.</p><h3>Applications</h3><ul><li>Pumping of viscous food products</li><li>Chemical process media and intermediates</li><li>Sludge and high-solids transport</li><li>Wastewater and industrial water treatment</li></ul>"
ja,100202000001001,99999999,4001234500009,PCE,Eco Flow ロータリーロブポンプ RL 50,"<p>The RL 50 rotary lobe pump is designed for pumping viscous and shear-sensitive media in food, chemical and wastewater applications. Its gentle positive displacement hydraulics reduce shear forces and help maintain product quality.</p><h3>Gentle handling of viscous media</h3><p>The synchronised rotary lobes generate a uniform flow with minimal pulsation. The RL 50 is suitable for CIP/SIP cleaning procedures and can be equipped with different material combinations to match the medium and industry requirements.</p><h3>Applications</h3><ul><li>Pumping of viscous food products</li><li>Chemical process media and intermediates</li><li>Sludge and high-solids transport</li><li>Wastewater and industrial water treatment</li></ul>"
pt,100202000001001,99999999,4001234500009,PCE,Bomba de lóbulos rotativos Eco Flow RL 50,"<p>The RL 50 rotary lobe pump is designed for pumping viscous and shear-sensitive media in food, chemical and wastewater applications. Its gentle positive displacement hydraulics reduce shear forces and help maintain product quality.</p><h3>Gentle handling of viscous media</h3><p>The synchronised rotary lobes generate a uniform flow with minimal pulsation. The RL 50 is suitable for CIP/SIP cleaning procedures and can be equipped with different material combinations to match the medium and industry requirements.</p><h3>Applications</h3><ul><li>Pumping of viscous food products</li><li>Chemical process media and intermediates</li><li>Sludge and high-solids transport</li><li>Wastewater and industrial water treatment</li></ul>"
zh,100202000001001,99999999,4001234500009,PCE,Eco Flow 回转凸轮泵 RL 50,"<p>The RL 50 rotary lobe pump is designed for pumping viscous and shear-sensitive media in food, chemical and wastewater applications. Its gentle positive displacement hydraulics reduce shear forces and help maintain product quality.</p><h3>Gentle handling of viscous media</h3><p>The synchronised rotary lobes generate a uniform flow with minimal pulsation. The RL 50 is suitable for CIP/SIP cleaning procedures and can be equipped with different material combinations to match the medium and industry requirements.</p><h3>Applications</h3><ul><li>Pumping of viscous food products</li><li>Chemical process media and intermediates</li><li>Sludge and high-solids transport</li><li>Wastewater and industrial water treatment</li></ul>"
de,100202000002001,99999999,4001234500010,PCE,Eco Flow Drehkolbenpumpe RL 80,<p>Die Drehkolbenpumpe RL 80 ist eine Hochleistungspumpe für große Volumenströme und anspruchsvolle Prozessmedien. Sie kombiniert hohe Förderleistung mit schonender Produktbehandlung und eignet sich besonders für kontinuierliche Prozesse.</p><h3>Hoher Durchsatz bei zuverlässigem Betrieb</h3><p>Die verstärkte Lager- und Wellenausführung der RL 80 ermöglicht den Betrieb bei hohen Lasten und langen Betriebszeiten. Wartungsfreundliche Komponenten und gute Zugänglichkeit reduzieren Stillstandzeiten und Servicekosten.</p><h3>Anwendungsgebiete</h3><ul><li>Förderung hochviskoser Prozessmedien</li><li>Food- und Beverage-Anwendungen mit hohen Durchsätzen</li><li>Chemische und petrochemische Prozesse</li><li>Schlamm- und Dickstoffförderung in Kläranlagen</li></ul>
en,100202000002001,99999999,4001234500010,PCE,Eco Flow rotary lobe pump RL 80,<p>The RL 80 rotary lobe pump is a high-performance pump for large flow rates and demanding process media. It combines high pumping capacity with gentle product handling and is particularly suitable for continuous processes.</p><h3>High throughput with reliable operation</h3><p>The reinforced bearing and shaft design of the RL 80 enables operation under high loads and long operating times. Service-friendly components and good accessibility reduce downtime and maintenance costs.</p><h3>Applications</h3><ul><li>Pumping of highly viscous process media</li><li>Food and beverage applications with high throughputs</li><li>Chemical and petrochemical processes</li><li>Sludge and high-solids transport in wastewater treatment plants</li></ul>
es,100202000002001,99999999,4001234500010,PCE,Bomba de lóbulos rotativos Eco Flow RL 80,<p>The RL 80 rotary lobe pump is a high-performance pump for large flow rates and demanding process media. It combines high pumping capacity with gentle product handling and is particularly suitable for continuous processes.</p><h3>High throughput with reliable operation</h3><p>The reinforced bearing and shaft design of the RL 80 enables operation under high loads and long operating times. Service-friendly components and good accessibility reduce downtime and maintenance costs.</p><h3>Applications</h3><ul><li>Pumping of highly viscous process media</li><li>Food and beverage applications with high throughputs</li><li>Chemical and petrochemical processes</li><li>Sludge and high-solids transport in wastewater treatment plants</li></ul>
ja,100202000002001,99999999,4001234500010,PCE,Eco Flow ロータリーロブポンプ RL 80,<p>The RL 80 rotary lobe pump is a high-performance pump for large flow rates and demanding process media. It combines high pumping capacity with gentle product handling and is particularly suitable for continuous processes.</p><h3>High throughput with reliable operation</h3><p>The reinforced bearing and shaft design of the RL 80 enables operation under high loads and long operating times. Service-friendly components and good accessibility reduce downtime and maintenance costs.</p><h3>Applications</h3><ul><li>Pumping of highly viscous process media</li><li>Food and beverage applications with high throughputs</li><li>Chemical and petrochemical processes</li><li>Sludge and high-solids transport in wastewater treatment plants</li></ul>
pt,100202000002001,99999999,4001234500010,PCE,Bomba de lóbulos rotativos Eco Flow RL 80,<p>The RL 80 rotary lobe pump is a high-performance pump for large flow rates and demanding process media. It combines high pumping capacity with gentle product handling and is particularly suitable for continuous processes.</p><h3>High throughput with reliable operation</h3><p>The reinforced bearing and shaft design of the RL 80 enables operation under high loads and long operating times. Service-friendly components and good accessibility reduce downtime and maintenance costs.</p><h3>Applications</h3><ul><li>Pumping of highly viscous process media</li><li>Food and beverage applications with high throughputs</li><li>Chemical and petrochemical processes</li><li>Sludge and high-solids transport in wastewater treatment plants</li></ul>
zh,100202000002001,99999999,4001234500010,PCE,Eco Flow 回转凸轮泵 RL 80,<p>The RL 80 rotary lobe pump is a high-performance pump for large flow rates and demanding process media. It combines high pumping capacity with gentle product handling and is particularly suitable for continuous processes.</p><h3>High throughput with reliable operation</h3><p>The reinforced bearing and shaft design of the RL 80 enables operation under high loads and long operating times. Service-friendly components and good accessibility reduce downtime and maintenance costs.</p><h3>Applications</h3><ul><li>Pumping of highly viscous process media</li><li>Food and beverage applications with high throughputs</li><li>Chemical and petrochemical processes</li><li>Sludge and high-solids transport in wastewater treatment plants</li></ul>
